Loan ID,Disbursed Date,Region,Loan Purpose,Loan Amount (INR),Tenure (months),Interest Rate (%),Applicant Age,Employment Type,Education Level,Marital Status,Monthly Income (INR),Credit Score,EMI (INR),EMI to Income Ratio,Late Payments Count,Loan Status
LN-106841,2022-08-22,North India,Personal Loan,192146.0,36,8.21,52,Salaried,High School,Married,33322.0,728,6039.79,0.181,0,Fully Paid
LN-101913,2022-08-23,North India,Home Loan,1537599.0,180,8.66,21,Business Owner,High School,Divorced,57866.0,547,15285.9,0.264,0,Active
LN-104687,2022-08-23,West India,Home Loan,2510690.0,180,11.82,33,Salaried,High School,Single,38196.0,705,29842.37,0.781,0,Active
LN-106999,2022-08-23,East India,Personal Loan,377740.0,36,12.7,51,Unemployed,Graduate,Married,11339.0,540,12673.04,1.118,8,Defaulted
LN-101047,2022-08-24,North India,Personal Loan,327924.0,36,11.57,25,Salaried,Graduate,Single,38025.0,653,10824.54,0.285,0,Fully Paid
LN-103261,2022-08-25,Central India,Business Loan,3611867.0,84,18.25,43,Business Owner,Graduate,Divorced,76027.0,742,76443.81,1.005,1,Active
LN-103787,2022-08-25,North India,Vehicle Loan,930012.0,72,16.09,35,Self-Employed,Post-Graduate,Divorced,101460.0,627,20219.78,0.199,3,Active
LN-105349,2022-08-25,Central India,Gold Loan,294993.0,24,11.67,35,Unemployed,High School,Divorced,5246.0,634,13840.93,2.638,0,Fully Paid
LN-101431,2022-08-26,Central India,Vehicle Loan,389805.0,48,9.98,29,Unemployed,Post-Graduate,Married,26516.0,507,9882.72,0.373,6,Defaulted
LN-103191,2022-08-26,Central India,Home Loan,4787237.0,300,15.42,39,Salaried,High School,Married,27991.0,752,62880.5,2.246,1,Active
LN-104740,2022-08-26,South India,Personal Loan,471582.0,24,18.43,28,Self-Employed,Post-Graduate,Divorced,61862.0,772,23641.4,0.382,0,Fully Paid
LN-104760,2022-08-26,North India,Gold Loan,443914.0,6,17.5,21,Business Owner,High School,Single,53254.0,796,77807.57,1.461,0,Fully Paid
LN-106748,2022-08-26,South India,Home Loan,3014972.0,300,17.29,21,Business Owner,High School,Divorced,28556.0,735,44043.33,1.542,4,Restructured
LN-101394,2022-08-27,South India,Home Loan,4752184.0,300,8.84,21,Business Owner,Graduate,Divorced,70029.0,670,39360.78,0.562,0,Active
LN-101802,2022-08-27,North India,Personal Loan,328442.0,24,18.34,44,Salaried,Graduate,Single,56584.0,679,16451.18,0.291,0,Fully Paid
LN-101850,2022-08-27,Central India,Business Loan,4554077.0,84,15.73,27,Salaried,Below High School,Married,15869.0,774,89754.45,5.656,6,Restructured
LN-104245,2022-08-27,West India,Vehicle Loan,1144918.0,60,9.5,38,Retired,High School,Divorced,22536.0,645,24045.41,1.067,11,Written Off
LN-104578,2022-08-27,Central India,Home Loan,4295391.0,240,18.12,44,Salaried,Below High School,Married,25716.0,608,66688.21,2.593,2,Active
LN-104677,2022-08-28,South India,Vehicle Loan,890004.0,48,14.75,33,Business Owner,Professional Degree,Married,198872.0,674,24656.84,0.124,0,Active
LN-106200,2022-08-28,West India,Personal Loan,462476.0,24,13.22,23,Salaried,Post-Graduate,Married,79424.0,697,22034.77,0.277,0,Fully Paid
LN-106948,2022-08-28,Central India,Gold Loan,377379.0,24,14.13,52,Salaried,Graduate,Married,35628.0,570,18142.24,0.509,0,Fully Paid
LN-100284,2022-08-29,Central India,Vehicle Loan,1098181.0,60,7.63,45,Self-Employed,High School,Divorced,37155.0,549,22073.2,0.594,6,Defaulted
LN-100575,2022-08-29,West India,Vehicle Loan,539486.0,36,11.07,48,Business Owner,Professional Degree,Married,137145.0,722,17679.97,0.129,0,Fully Paid
LN-103026,2022-08-29,East India,Home Loan,1529801.0,240,11.28,36,Business Owner,Post-Graduate,Single,132161.0,623,16082.97,0.122,8,Written Off
LN-104892,2022-08-30,North India,Vehicle Loan,430860.0,72,12.64,34,Salaried,Graduate,Divorced,38540.0,704,8567.48,0.222,1,Active
LN-101045,2022-08-31,North India,Business Loan,3441501.0,60,16.86,61,Salaried,Professional Degree,Married,67000.0,695,85271.31,1.273,1,Active
LN-104922,2022-08-31,South India,Home Loan,5919418.0,120,10.24,57,Salaried,High School,Married,33855.0,656,79014.36,2.334,1,Active
LN-105955,2022-08-31,West India,Agriculture Loan,492003.0,12,16.43,32,Salaried,Graduate,Married,46587.0,637,44740.03,0.96,0,Active
LN-106882,2022-08-31,Central India,Education Loan,1018299.0,84,8.64,47,Self-Employed,Graduate,Single,64897.0,607,16198.06,0.25,2,Active
LN-100012,2022-09-01,East India,Business Loan,4559999.0,84,11.64,50,Salaried,Graduate,Divorced,34524.0,720,79621.19,2.306,1,Active
LN-106612,2022-09-01,South India,Gold Loan,163053.0,12,16.89,34,Self-Employed,Graduate,Married,40478.0,476,14862.7,0.367,6,Restructured
LN-106639,2022-09-01,Central India,Home Loan,4168254.0,240,11.28,41,Retired,Post-Graduate,Single,57946.0,706,43821.33,0.756,1,Active
LN-106753,2022-09-01,East India,Home Loan,4341490.0,240,12.69,55,Retired,High School,Divorced,36766.0,604,49908.12,1.357,9,Defaulted
LN-104296,2022-09-02,North India,Education Loan,291043.0,60,9.63,30,Salaried,Graduate,Married,69970.0,739,6130.95,0.088,0,Active
LN-104467,2022-09-02,North India,Personal Loan,100246.0,48,8.53,45,Self-Employed,Professional Degree,Married,139610.0,630,2472.31,0.018,2,Active
LN-106522,2022-09-02,West India,Home Loan,5670820.0,300,9.17,40,Salaried,High School,Single,32103.0,719,48251.21,1.503,3,Defaulted
LN-100752,2022-09-03,North India,Home Loan,3101611.0,300,11.06,42,Business Owner,High School,Married,59422.0,690,30533.93,0.514,0,Active
LN-101385,2022-09-03,North India,Home Loan,3560781.0,300,9.14,31,Salaried,Post-Graduate,Married,56842.0,567,30224.05,0.532,2,Active
LN-104261,2022-09-03,Central India,Business Loan,694152.0,24,9.27,42,Salaried,Graduate,Divorced,65794.0,713,31798.22,0.483,0,Fully Paid
LN-104629,2022-09-03,West India,Education Loan,1500927.0,84,7.95,47,Unemployed,Below High School,Divorced,6813.0,485,23356.4,3.428,7,Defaulted
LN-101919,2022-09-04,West India,Vehicle Loan,812953.0,36,18.02,31,Self-Employed,Graduate,Single,58729.0,606,29398.36,0.501,2,Active
LN-103797,2022-09-04,North India,Personal Loan,61368.0,48,18.33,31,Salaried,High School,Divorced,39824.0,655,1813.28,0.046,0,Active
LN-100492,2022-09-05,West India,Vehicle Loan,1121823.0,72,7.67,33,Salaried,Post-Graduate,Divorced,67339.0,717,19488.93,0.289,1,Active
LN-101859,2022-09-05,West India,Home Loan,4589292.0,300,14.32,27,Retired,Post-Graduate,Married,87912.0,678,56370.58,0.641,12,Defaulted
LN-102140,2022-09-05,Central India,Vehicle Loan,271127.0,36,9.64,55,Self-Employed,Post-Graduate,Single,85792.0,644,8702.75,0.101,2,Restructured
LN-105715,2022-09-05,Central India,Personal Loan,370565.0,36,16.84,41,Retired,Below High School,Divorced,28024.0,625,13182.16,0.47,0,Fully Paid
LN-105762,2022-09-05,East India,Vehicle Loan,801277.0,60,13.88,42,Salaried,Graduate,Single,53739.0,594,18594.5,0.346,0,Active
LN-105861,2022-09-05,Central India,Home Loan,1530916.0,180,14.47,32,Salaried,Professional Degree,Divorced,119718.0,728,20873.52,0.174,0,Active
LN-101164,2022-09-07,West India,Business Loan,948251.0,84,10.6,28,Unemployed,Post-Graduate,Married,22240.0,628,16037.62,0.721,6,Restructured
LN-103247,2022-09-07,East India,Vehicle Loan,1015974.0,72,12.14,51,Salaried,Professional Degree,Married,124554.0,649,19936.53,0.16,2,Active
LN-103837,2022-09-07,East India,Personal Loan,320779.0,24,12.4,30,Salaried,Graduate,Married,60900.0,677,15160.17,0.249,0,Fully Paid
LN-103912,2022-09-07,Central India,Gold Loan,274920.0,6,11.18,38,Business Owner,Post-Graduate,Single,107613.0,675,47325.66,0.44,0,Fully Paid
LN-105676,2022-09-07,West India,Gold Loan,333283.0,12,15.81,37,Salaried,Professional Degree,Single,86670.0,708,30209.09,0.349,0,Fully Paid
LN-106211,2022-09-07,Central India,Personal Loan,109427.0,36,11.31,21,Retired,Graduate,Divorced,69495.0,663,3598.59,0.052,0,Fully Paid
LN-106577,2022-09-07,Central India,Personal Loan,166458.0,24,10.14,38,Salaried,Graduate,Married,62260.0,801,7691.95,0.124,0,Fully Paid
LN-102012,2022-09-08,Central India,Personal Loan,228126.0,24,15.39,35,Self-Employed,Post-Graduate,Divorced,104832.0,595,11103.38,0.106,0,Fully Paid
LN-103794,2022-09-08,South India,Home Loan,3301369.0,240,11.21,31,Self-Employed,Professional Degree,Single,107721.0,745,34549.42,0.321,1,Active
LN-105671,2022-09-08,Central India,Business Loan,1216549.0,84,7.66,40,Salaried,Post-Graduate,Married,91672.0,729,18755.98,0.205,1,Active
LN-100053,2022-09-09,East India,Home Loan,2785513.0,300,14.22,53,Business Owner,Graduate,Divorced,89949.0,804,34000.64,0.378,1,Active
LN-101433,2022-09-09,Central India,Personal Loan,252855.0,24,10.63,30,Self-Employed,Graduate,Married,38159.0,679,11741.64,0.308,0,Fully Paid
LN-105457,2022-09-09,North India,Gold Loan,111685.0,12,8.35,50,Salaried,Post-Graduate,Married,62953.0,761,9733.39,0.155,0,Fully Paid
LN-106309,2022-09-09,North India,Personal Loan,153578.0,36,13.78,38,Business Owner,Post-Graduate,Single,165703.0,662,5232.54,0.032,0,Fully Paid
LN-100279,2022-09-10,North India,Gold Loan,545395.0,24,12.42,24,Retired,Professional Degree,Divorced,132180.0,686,25780.74,0.195,0,Fully Paid
LN-100437,2022-09-10,South India,Home Loan,3444575.0,180,10.48,38,Self-Employed,Professional Degree,Married,126321.0,646,38033.6,0.301,1,Active
LN-101418,2022-09-10,North India,Business Loan,2576579.0,36,8.14,62,Retired,High School,Divorced,18020.0,639,80907.13,4.49,0,Fully Paid
LN-104876,2022-09-10,South India,Vehicle Loan,333887.0,72,10.26,44,Salaried,Graduate,Married,35652.0,587,6229.4,0.175,3,Active
LN-104988,2022-09-10,North India,Business Loan,3366007.0,84,16.5,30,Business Owner,Post-Graduate,Single,75429.0,809,67817.94,0.899,0,Active
LN-105859,2022-09-10,East India,Business Loan,3843050.0,60,13.28,30,Self-Employed,Graduate,Married,38925.0,634,87993.03,2.261,3,Active
LN-106366,2022-09-10,South India,Gold Loan,95581.0,6,13.42,52,Salaried,Graduate,Divorced,33388.0,711,16559.48,0.496,3,Defaulted
LN-100115,2022-09-11,East India,Business Loan,2755788.0,24,10.09,34,Retired,Post-Graduate,Single,92764.0,681,127280.14,1.372,0,Fully Paid
LN-102898,2022-09-11,West India,Education Loan,1024822.0,36,8.42,34,Self-Employed,High School,Married,25206.0,695,32313.13,1.282,6,Restructured
LN-105397,2022-09-11,West India,Home Loan,2124710.0,240,17.82,26,Salaried,Graduate,Single,60787.0,777,32496.87,0.535,9,Written Off
LN-105415,2022-09-11,South India,Personal Loan,217856.0,48,9.83,23,Business Owner,Graduate,Divorced,74626.0,749,5507.62,0.074,1,Active
LN-106596,2022-09-11,West India,Education Loan,1389315.0,60,7.81,32,Retired,Graduate,Married,46570.0,551,28044.14,0.602,0,Active
LN-106655,2022-09-11,East India,Personal Loan,100431.0,24,13.51,36,Salaried,Professional Degree,Single,70986.0,714,4798.77,0.068,0,Fully Paid
LN-100360,2022-09-12,East India,Agriculture Loan,258685.0,12,8.47,31,Business Owner,Professional Degree,Divorced,221211.0,820,22558.86,0.102,0,Fully Paid
LN-100384,2022-09-12,South India,Vehicle Loan,727421.0,60,17.33,54,Salaried,Post-Graduate,Married,110191.0,589,18207.61,0.165,1,Active
LN-100520,2022-09-12,North India,Agriculture Loan,381206.0,24,8.03,24,Salaried,Post-Graduate,Married,65445.0,706,17246.13,0.264,0,Fully Paid
LN-103725,2022-09-12,East India,Vehicle Loan,631032.0,60,11.6,35,Salaried,Post-Graduate,Married,103914.0,717,13909.74,0.134,1,Active
LN-104514,2022-09-12,North India,Home Loan,2003346.0,300,10.49,57,Salaried,Graduate,Divorced,38997.0,745,18900.92,0.485,1,Active
LN-105746,2022-09-12,Central India,Personal Loan,340130.0,24,12.6,45,Salaried,Graduate,Divorced,40680.0,592,16106.57,0.396,0,Fully Paid
LN-106147,2022-09-12,North India,Education Loan,1175867.0,36,15.97,32,Business Owner,High School,Divorced,36070.0,667,41322.58,1.146,3,Defaulted
LN-103068,2022-09-14,West India,Business Loan,3126410.0,84,11.54,34,Retired,Professional Degree,Single,149450.0,666,54423.54,0.364,1,Active
LN-104019,2022-09-14,North India,Business Loan,2330297.0,24,13.55,51,Salaried,Graduate,Married,70000.0,743,111389.53,1.591,0,Fully Paid
LN-105890,2022-09-14,West India,Business Loan,3155411.0,24,10.83,31,Self-Employed,Post-Graduate,Single,59706.0,611,146817.96,2.459,0,Fully Paid
LN-100969,2022-09-16,West India,Vehicle Loan,350874.0,60,14.08,42,Business Owner,Graduate,Single,68299.0,739,8178.78,0.12,0,Active
LN-101511,2022-09-16,East India,Gold Loan,137899.0,12,14.85,49,Salaried,Professional Degree,Single,103981.0,656,12436.77,0.12,0,Fully Paid
LN-101871,2022-09-16,South India,Personal Loan,326269.0,24,18.33,35,Business Owner,Post-Graduate,Married,109020.0,648,16340.76,0.15,1,Active
LN-103032,2022-09-16,East India,Gold Loan,743634.0,12,7.68,43,Salaried,Graduate,Married,40160.0,718,64577.58,1.608,0,Fully Paid
LN-101797,2022-09-17,West India,Personal Loan,99892.0,24,17.88,38,Business Owner,Graduate,Single,106386.0,686,4981.23,0.047,0,Fully Paid
LN-103446,2022-09-17,Central India,Vehicle Loan,781143.0,72,13.99,35,Salaried,Professional Degree,Single,89700.0,781,16091.85,0.179,0,Active
LN-100810,2022-09-18,East India,Personal Loan,457191.0,36,13.21,28,Salaried,Professional Degree,Single,149678.0,812,15450.86,0.103,0,Fully Paid
LN-102888,2022-09-18,North India,Personal Loan,112598.0,36,12.65,37,Salaried,Graduate,Single,56973.0,664,3774.92,0.066,0,Fully Paid
LN-103674,2022-09-18,East India,Vehicle Loan,538548.0,72,9.37,44,Salaried,Graduate,Divorced,68687.0,696,9806.81,0.143,0,Active
LN-104150,2022-09-18,East India,Agriculture Loan,278928.0,36,17.93,62,Salaried,High School,Single,37821.0,670,10074.12,0.266,0,Fully Paid
LN-104889,2022-09-18,South India,Gold Loan,154095.0,12,16.06,50,Salaried,Professional Degree,Single,68823.0,775,13985.55,0.203,0,Fully Paid
LN-102264,2022-09-19,North India,Personal Loan,174379.0,36,12.12,42,Unemployed,High School,Single,10868.0,701,5801.88,0.534,0,Fully Paid
LN-103205,2022-09-19,West India,Home Loan,1897092.0,180,16.72,21,Business Owner,Graduate,Divorced,67120.0,720,28820.69,0.429,1,Active
LN-103495,2022-09-19,North India,Home Loan,1936869.0,300,8.34,36,Self-Employed,Graduate,Married,63654.0,695,15387.91,0.242,1,Active
LN-105370,2022-09-19,Central India,Personal Loan,159437.0,36,16.24,45,Business Owner,Graduate,Married,79845.0,641,5624.24,0.07,0,Fully Paid
LN-100167,2022-09-20,West India,Agriculture Loan,502850.0,36,13.45,33,Salaried,Post-Graduate,Divorced,102797.0,732,17052.2,0.166,0,Fully Paid
LN-100525,2022-09-20,West India,Education Loan,419264.0,36,12.26,50,Salaried,Post-Graduate,Married,89609.0,755,13977.69,0.156,0,Fully Paid
LN-103532,2022-09-20,North India,Agriculture Loan,980488.0,12,12.97,21,Business Owner,Professional Degree,Single,167433.0,674,87560.72,0.523,0,Fully Paid
LN-103954,2022-09-20,South India,Personal Loan,401207.0,36,11.25,36,Salaried,Graduate,Married,59434.0,651,13182.55,0.222,0,Fully Paid
LN-105499,2022-09-20,South India,Vehicle Loan,796942.0,60,18.27,33,Salaried,Post-Graduate,Divorced,72101.0,775,20354.33,0.282,0,Active
LN-106938,2022-09-20,South India,Home Loan,1900385.0,300,15.29,23,Business Owner,Post-Graduate,Single,112832.0,745,24769.09,0.22,0,Active
LN-102582,2022-09-21,Central India,Business Loan,3772712.0,24,14.17,46,Salaried,Graduate,Divorced,32353.0,710,181441.92,5.608,0,Active
LN-103047,2022-09-21,West India,Personal Loan,137919.0,48,18.04,33,Salaried,High School,Divorced,32074.0,718,4054.25,0.126,1,Active
LN-104581,2022-09-21,West India,Business Loan,2850057.0,60,7.89,36,Salaried,Post-Graduate,Divorced,69187.0,701,57638.96,0.833,0,Active
LN-106564,2022-09-21,South India,Personal Loan,73651.0,48,8.91,31,Business Owner,Post-Graduate,Divorced,152168.0,677,1829.66,0.012,0,Active
LN-102776,2022-09-22,West India,Home Loan,2357871.0,240,15.79,32,Salaried,Post-Graduate,Married,73886.0,629,32433.1,0.439,3,Active
LN-102990,2022-09-22,West India,Home Loan,1849516.0,240,15.0,21,Business Owner,Graduate,Married,47554.0,602,24354.23,0.512,2,Active
LN-103634,2022-09-22,North India,Vehicle Loan,1134599.0,36,9.99,22,Salaried,Post-Graduate,Single,94415.0,708,36604.99,0.388,0,Fully Paid
LN-104662,2022-09-22,West India,Education Loan,1999710.0,120,14.77,41,Self-Employed,Post-Graduate,Married,95334.0,755,31981.24,0.335,0,Active
LN-105416,2022-09-22,West India,Personal Loan,148929.0,24,7.89,40,Self-Employed,Professional Degree,Married,136919.0,703,6728.19,0.049,0,Fully Paid
LN-106545,2022-09-22,East India,Personal Loan,85060.0,12,15.1,30,Salaried,Post-Graduate,Single,52722.0,635,7681.39,0.146,0,Fully Paid
LN-100873,2022-09-23,West India,Personal Loan,247909.0,12,8.39,38,Salaried,Post-Graduate,Single,59930.0,666,21609.94,0.361,0,Fully Paid
LN-105299,2022-09-23,West India,Business Loan,3709522.0,24,9.12,21,Retired,Professional Degree,Married,81688.0,699,169672.87,2.077,0,Fully Paid
LN-105507,2022-09-23,Central India,Agriculture Loan,928982.0,24,8.44,29,Salaried,Graduate,Divorced,68271.0,616,42202.01,0.618,0,Fully Paid
LN-105647,2022-09-23,North India,Business Loan,3783087.0,60,16.89,66,Salaried,Professional Degree,Married,148212.0,612,93795.85,0.633,7,Defaulted
LN-106584,2022-09-23,West India,Education Loan,1083543.0,84,8.74,31,Salaried,Post-Graduate,Single,89061.0,715,17290.57,0.194,1,Active
LN-100011,2022-09-24,East India,Business Loan,3382989.0,36,17.03,21,Salaried,Graduate,Single,52999.0,728,120663.3,2.277,1,Active
LN-101615,2022-09-24,West India,Vehicle Loan,951377.0,36,15.93,55,Retired,Post-Graduate,Single,86212.0,712,33414.72,0.388,0,Active
LN-103069,2022-09-24,South India,Home Loan,4352040.0,240,17.02,21,Salaried,Graduate,Married,67003.0,763,63901.95,0.954,10,Defaulted
LN-103541,2022-09-24,North India,Education Loan,1118726.0,60,18.25,47,Salaried,Graduate,Divorced,62236.0,716,28560.65,0.459,8,Written Off
LN-106404,2022-09-24,South India,Vehicle Loan,474276.0,36,10.63,54,Self-Employed,Professional Degree,Divorced,91613.0,716,15444.22,0.169,0,Fully Paid
LN-100320,2022-09-25,North India,Personal Loan,385538.0,12,11.03,52,Salaried,Graduate,Divorced,49562.0,662,34079.88,0.688,1,Active
LN-101270,2022-09-25,West India,Personal Loan,362778.0,12,16.35,36,Business Owner,Graduate,Married,106526.0,768,32975.27,0.31,0,Fully Paid
LN-101441,2022-09-25,West India,Gold Loan,749735.0,24,17.07,35,Salaried,Graduate,Married,53230.0,577,37093.82,0.697,0,Fully Paid
LN-101472,2022-09-25,North India,Gold Loan,588718.0,12,15.0,45,Self-Employed,Professional Degree,Married,66641.0,645,53136.69,0.797,0,Fully Paid
LN-106496,2022-09-25,Central India,Home Loan,4961846.0,300,14.91,37,Salaried,Graduate,Married,49398.0,625,63206.56,1.28,2,Active
LN-101159,2022-09-26,West India,Home Loan,2031690.0,240,13.66,55,Salaried,Post-Graduate,Divorced,85110.0,660,24764.36,0.291,1,Active
LN-101231,2022-09-26,South India,Education Loan,563718.0,84,12.86,27,Self-Employed,High School,Divorced,20303.0,623,10212.28,0.503,8,Defaulted
LN-102785,2022-09-26,North India,Personal Loan,62427.0,36,10.94,43,Salaried,Below High School,Married,15840.0,615,2042.01,0.129,0,Fully Paid
LN-103942,2022-09-26,West India,Home Loan,2509724.0,240,13.19,33,Salaried,Graduate,Divorced,43338.0,673,29743.68,0.686,9,Written Off
LN-105500,2022-09-26,East India,Business Loan,4469085.0,24,10.99,61,Self-Employed,Post-Graduate,Divorced,91509.0,633,208273.64,2.276,3,Restructured
LN-105538,2022-09-26,South India,Business Loan,1554326.0,24,11.43,42,Retired,Post-Graduate,Married,85702.0,682,72754.47,0.849,0,Fully Paid
LN-102935,2022-09-27,West India,Personal Loan,360917.0,24,16.2,21,Salaried,Post-Graduate,Divorced,104787.0,746,17706.13,0.169,0,Fully Paid
LN-105367,2022-09-27,North India,Education Loan,548968.0,36,15.09,36,Salaried,Graduate,Divorced,47966.0,743,19054.36,0.397,0,Fully Paid
